Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,AcceptedCmpOverall,Income_z,NumTotalPurchases,MeanAmtPerPurchase_z,MeanAmtPerPurchase_log,MntMeatProducts_ratio,MntFishProducts_ratio,MntSweetProducts_ratio,MntFruits_ratio,MntGoldProds_ratio,MntWines_ratio,MntRegularProds_ratio
1,0,19,3,2,0,3,5,0,0,0,0,0,0,0,45,2429,0,1,0,0,0,0,0,0,1,0,0,-2.1306410084994596,8,-1.0027005202343628,0.5282737771670437,0.5263157894736842,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.631578947368421,0.15789473684210525,0.3684210526315789
0,0,72,1,2,4,9,1,0,0,0,0,0,0,0,44,2160,0,0,1,0,0,0,0,1,0,0,0,1.3675103383547496,16,0.7570056515786382,1.7128600646644574,0.32839506172839505,0.2802469135802469,0.037037037037037035,0.20246913580246914,0.21481481481481482,0.15185185185185185,0.7851851851851852
0,0,24,3,3,1,3,9,0,0,0,0,0,0,1,24,2756,0,1,0,0,0,1,0,0,0,0,0,-2.1306410084994596,10,-0.8267299030530627,0.9138138523837167,0.19444444444444445,0.20833333333333334,0.3055555555555556,0.25,0.6944444444444444,0.041666666666666664,0.3055555555555556
1,0,92,1,2,0,2,10,0,0,0,0,0,0,0,52,2560,0,0,0,1,0,0,0,1,0,0,0,-0.477782485009642,5,-0.7829651899717032,0.9731278535996987,0.35714285714285715,0.07142857142857142,0.11904761904761904,0.14285714285714285,0.30952380952380953,0.30952380952380953,0.6904761904761905
1,1,39,9,5,2,12,8,0,0,0,0,0,0,0,66,2757,0,1,0,0,0,0,0,0,0,1,0,1.0106014524393223,28,0.5792115046856148,1.6697816152085365,0.24746291959406713,0.039032006245121,0.02966432474629196,0.039032006245121,0.02966432474629196,0.644808743169399,0.970335675253708
0,1,29,1,4,2,10,2,0,0,0,0,0,0,0,63,2207,0,0,0,0,1,0,0,1,0,0,0,0.6694832857356859,17,-0.03167094874169648,1.4771212547196624,0.2535496957403651,0.07505070993914807,0.1359026369168357,0.038539553752535496,0.028397565922920892,0.4969574036511156,0.9716024340770791
0,0,2,1,6,9,13,3,0,0,0,0,0,0,0,56,2846,0,1,0,0,0,0,0,0,1,0,0,1.3289751887186365,29,0.9995665434052828,1.7654887067147174,0.4695966285370259,0.01625526791089705,0.10054184226369657,0.022275737507525588,0.01926550270921132,0.3913305237808549,0.9807344972907887
1,0,54,2,2,0,3,7,0,0,0,0,0,0,0,43,2702,0,0,1,0,0,0,0,1,0,0,0,-0.7645264932041768,7,-0.729822324087195,1.0357155522665344,0.2898550724637681,0.43478260869565216,0.014492753623188406,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.9565217391304348
0,0,54,1,4,9,7,1,1,0,0,1,0,0,1,43,2181,1,0,0,0,0,0,0,1,0,0,2,1.495043333579028,21,1.3003740882980979,1.8229771113802626,0.3997093023255814,0.11337209302325581,0.029069767441860465,0.0872093023255814,0.1751453488372093,0.3706395348837209,0.8248546511627907
1,1,57,7,4,2,10,3,0,0,0,0,0,0,0,42,2541,0,1,0,0,0,0,0,1,0,0,0,0.712316215218433,23,-0.30123621047470855,1.3542755076172064,0.24949698189134809,0.02414486921529175,0.0482897384305835,0.018108651911468814,0.2193158953722334,0.6599597585513078,0.7806841046277666
0,0,55,1,3,10,13,1,0,0,1,0,0,0,1,65,2746,0,0,0,1,0,0,0,0,1,0,1,1.4854819806617972,27,1.297479596692188,1.822458674549086,0.24448217317487267,0.10186757215619695,0.06791171477079797,0.028862478777589132,0.10752688172043011,0.5568760611205433,0.8924731182795699
0,0,30,1,5,5,10,3,0,0,0,0,0,0,1,54,2612,1,0,0,0,0,0,0,1,0,0,0,0.9013219491479394,21,0.7394216150727349,1.7087849866296176,0.4577397910731244,0.11490978157644824,0.11396011396011396,0.03323836657169991,0.03798670465337132,0.2801519468186135,0.9620132953466287
1,0,31,1,1,0,4,3,0,0,0,0,0,0,0,32,2221,0,0,1,0,0,0,0,1,0,0,0,-1.143696912931945,6,-0.943435804603355,0.6989700043360189,0.3333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.20833333333333334,0.5416666666666666,0.7916666666666666
0,1,63,3,8,2,6,7,0,0,0,0,0,0,0,52,2277,0,1,0,0,0,0,0,0,0,1,0,0.2091862351950484,19,-0.17755332567956184,1.414973347970818,0.05894736842105263,0.0,0.0,0.0,0.09052631578947369,0.9410526315789474,0.9094736842105263
0,0,12,1,3,6,11,1,0,1,1,0,0,0,1,38,2519,0,0,1,0,0,0,0,0,1,0,2,1.166432189125709,21,1.2691135789542698,1.8173449714419305,0.3961708394698085,0.0508100147275405,0.009572901325478646,0.01914580265095729,0.05891016200294551,0.524300441826215,0.9410898379970545
1,1,18,4,4,2,12,3,0,0,0,0,0,0,0,45,2819,0,0,0,1,0,0,0,1,0,0,0,0.7258373203539112,22,-0.08471908581001111,1.45553696291499,0.16831683168316833,0.026402640264026403,0.0297029702970297,0.0297029702970297,0.009900990099009901,0.7458745874587459,0.9900990099009901
0,1,26,4,8,2,10,7,0,0,0,0,0,0,0,68,2655,0,0,1,0,0,0,0,1,0,0,0,0.49259825676691177,24,-0.0027983949727439163,1.4884331966832198,0.1874125874125874,0.05174825174825175,0.019580419580419582,0.009790209790209791,0.23636363636363636,0.7314685314685314,0.7636363636363637
0,1,8,1,7,3,8,5,0,0,0,0,0,0,0,69,2542,0,0,0,0,1,0,0,0,0,1,0,0.7754308024043974,19,0.06238479428403246,1.512937048067289,0.08,0.0,0.01,0.0,0.01,0.91,0.99
0,0,29,1,7,4,4,4,0,0,0,0,0,0,0,72,2364,0,0,0,1,0,0,0,1,0,0,0,0.9196237307420332,16,1.2949469165370167,1.8220045340895255,0.3508604206500956,0.11376673040152964,0.11663479923518165,0.03824091778202677,0.028680688336520075,0.38049713193116635,0.97131931166348
1,0,75,1,1,1,2,7,0,0,0,0,0,0,1,49,2563,0,1,0,0,0,0,0,1,0,0,0,-1.2507550918082135,5,-0.9507299234502482,0.6812412373755872,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.7894736842105263,0.05263157894736842,0.21052631578947367
1,1,0,1,1,0,2,7,0,0,0,0,0,0,0,53,2208,0,0,0,1,0,0,0,1,0,0,0,-0.9246550097371975,4,-0.9890240473964379,0.5740312677277188,0.09090909090909091,0.0,0.0,0.0,0.0,0.9090909090909091,1.0
0,1,19,1,11,10,10,5,1,0,0,1,0,0,1,41,2261,0,0,1,0,0,1,0,0,0,0,2,1.7660449122229704,32,0.31935852076504206,1.597969275225808,0.25,0.16262135922330098,0.019417475728155338,0.011326860841423949,0.030744336569579287,0.5566343042071198,0.9692556634304207
0,1,4,1,5,2,10,4,0,0,0,0,0,0,0,62,2434,0,0,0,1,0,0,0,1,0,0,0,0.8438089626609588,18,0.01290422198931791,1.494463810465755,0.2922794117647059,0.012867647058823529,0.15073529411764705,0.0900735294117647,0.20036764705882354,0.4540441176470588,0.7996323529411765
1,2,90,7,2,5,5,5,0,0,0,0,0,0,0,50,2606,0,0,0,1,0,0,0,1,0,0,0,1.121860831839829,19,1.7688247034651154,1.8996477405809262,0.3270651443922095,0.03895231699126931,0.019476158495634655,0.039623908663532575,0.049026192075218265,0.5748824714573539,0.9509738079247817
0,0,1,3,4,8,6,3,0,0,0,0,0,0,0,66,2815,0,1,0,0,0,0,0,0,1,0,0,0.7421592258388814,21,1.0659202682193858,1.7788400601741963,0.370668815471394,0.1522965350523771,0.048348106365834004,0.029008863819500404,0.009669621273166801,0.3996776792908944,0.9903303787268332
0,1,29,4,10,3,13,7,0,0,0,0,0,0,0,61,2628,0,1,0,0,0,0,0,1,0,0,0,0.6475114898905338,30,-0.14472979086854218,1.429752280002408,0.3745173745173745,0.10810810810810811,0.047619047619047616,0.1377091377091377,0.11068211068211069,0.33204633204633205,0.8893178893178894
1,1,88,5,9,2,8,7,0,1,0,0,0,0,0,45,2609,0,1,0,0,0,0,0,0,0,1,1,0.435036980618733,24,-0.11372978576924575,1.443262987458695,0.10124610591900311,0.0,0.009345794392523364,0.009345794392523364,0.029595015576323987,0.8800623052959502,0.9704049844236761
0,0,58,1,2,1,4,2,0,0,0,0,0,0,0,68,2219,0,1,0,0,0,0,0,1,0,0,0,-1.124670786419879,8,-0.834024021899956,0.9030899869919435,0.23214285714285715,0.07142857142857142,0.26785714285714285,0.17857142857142858,0.16071428571428573,0.25,0.8392857142857143
1,0,68,1,1,0,2,6,0,0,0,0,0,0,0,43,2716,1,0,0,0,0,0,0,1,0,0,0,-0.5493477629052803,4,-0.9799063988378214,0.6020599913279624,0.5,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.9166666666666666
0,0,34,1,7,6,5,5,0,0,0,0,0,0,1,48,2830,0,1,0,0,0,0,0,0,1,0,0,1.1410318273354891,19,2.503995103033569,1.9979379278922107,0.49412393162393164,0.05181623931623932,0.009615384615384616,0.05929487179487179,0.009615384615384616,0.38514957264957267,0.9903846153846154
0,0,40,0,5,8,9,4,1,0,0,0,0,0,1,44,2784,0,0,1,0,0,0,0,1,0,0,1,1.1687500928632195,22,2.4881155620032507,1.9960338127823987,0.36098239110287306,0.06348470806302131,0.04865616311399444,0.04865616311399444,0.023632993512511583,0.4782205746061168,0.9763670064874884
0,0,12,1,0,0,3,3,0,0,0,0,0,1,0,44,2457,0,0,0,1,0,1,0,0,0,0,0,-1.221539846783341,4,-1.007259344513671,0.5118833609788743,0.5555555555555556,0.0,0.3333333333333333,0.0,1.0,0.1111111111111111,0.0
0,0,9,2,10,1,8,8,1,0,0,0,0,0,1,55,2702,0,0,0,1,0,0,0,1,0,0,1,0.21362888402527697,21,0.0239032900917761,1.4986386947057806,0.0998439937597504,0.0,0.0,0.0,0.07956318252730109,0.9001560062402496,0.9204368174726989
1,0,87,4,3,1,4,8,0,0,0,0,0,0,0,35,2828,0,0,1,0,0,0,0,1,0,0,0,-1.05571315022894,12,-0.6395141859828021,1.1249387366083,0.4594594594594595,0.0472972972972973,0.033783783783783786,0.02702702702702703,0.11486486486486487,0.43243243243243246,0.8851351351351351
1,0,5,1,1,0,2,7,0,0,0,0,0,0,0,51,2530,0,1,0,0,0,0,0,1,0,0,0,-1.2226022193297,4,-0.9799063988378214,0.6020599913279624,0.4166666666666667,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
1,0,87,3,3,0,3,7,0,0,0,0,0,0,0,47,2520,0,1,0,0,0,1,0,0,0,0,0,-1.3551573393185847,9,-0.8623900396378743,0.8586708472035307,0.3392857142857143,0.125,0.0,0.08928571428571429,0.4107142857142857,0.44642857142857145,0.5892857142857143
0,0,56,1,2,5,3,3,0,0,0,0,0,0,0,57,2573,0,0,0,1,0,0,0,0,1,0,0,-0.6278667520134503,11,-0.33006671975096663,1.338818556553381,0.19213973799126638,0.14847161572052403,0.09606986899563319,0.07423580786026202,0.388646288209607,0.4890829694323144,0.611353711790393
0,0,18,1,3,10,13,1,0,0,0,0,0,0,0,33,2283,1,0,0,0,0,0,0,1,0,0,0,1.4360816572561035,27,-0.1410827314450955,1.4313637641589874,0.603988603988604,0.038461538461538464,0.09259259259259259,0.03276353276353276,0.10826210826210826,0.23219373219373218,0.8917378917378918
1,1,95,2,1,0,4,7,0,0,0,0,0,0,0,60,2481,0,1,0,0,0,0,0,1,0,0,0,-1.0711658418123438,7,-0.8131836823374039,0.9330532103693868,0.2641509433962264,0.18867924528301888,0.07547169811320754,0.1509433962264151,0.05660377358490566,0.32075471698113206,0.9433962264150944
1,1,48,5,3,1,4,7,0,1,0,0,0,0,0,50,2507,0,1,0,0,0,0,0,0,1,0,1,-0.7477216911072253,13,-0.6797253539849061,1.0874537720136146,0.1095890410958904,0.0,0.0,0.0,0.03424657534246575,0.8904109589041096,0.9657534246575342
0,1,3,4,6,1,6,7,0,1,0,1,0,0,1,63,2191,0,0,1,0,0,0,0,1,0,0,2,-0.05959401903377957,17,-0.3641969549971249,1.31977943167682,0.10946745562130178,0.0,0.008875739644970414,0.01775147928994083,0.10059171597633136,0.863905325443787,0.8994082840236687
0,0,70,1,5,6,7,2,0,0,1,0,0,0,0,47,2207,0,1,0,0,0,0,0,1,0,0,1,1.350705536257798,19,1.254397374263169,1.814668084209406,0.4651924651924652,0.09009009009009009,0.10892710892710893,0.04914004914004914,0.11875511875511875,0.28665028665028663,0.8812448812448812
0,1,79,1,2,2,5,2,0,0,0,0,0,0,0,53,2318,0,0,0,1,0,0,0,1,0,0,0,0.1234237969071579,10,-0.40731806935669984,1.294466226161593,0.20855614973262032,0.0213903743315508,0.0,0.0481283422459893,0.0374331550802139,0.7219251336898396,0.9625668449197861
1,0,69,1,1,0,3,7,0,0,0,0,0,0,0,48,2257,0,0,1,0,0,0,0,0,1,0,0,-0.44562157065168306,5,-0.8850828538282088,0.8195439355418687,0.35714285714285715,0.0,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.5357142857142857,0.8571428571428571
1,0,84,3,3,1,3,5,0,0,0,0,0,0,0,50,2195,0,1,0,0,0,0,0,0,0,1,0,-1.3519219320183096,10,-0.932494626333015,0.724275869600789,0.32558139534883723,0.0,0.0,0.046511627906976744,0.0,0.627906976744186,1.0
1,0,30,1,2,0,3,6,0,0,0,0,0,0,0,37,2197,0,1,0,0,0,0,0,1,0,0,0,-1.0394878240663663,6,-0.8704946161344224,0.8450980400142568,0.3055555555555556,0.3333333333333333,0.1388888888888889,0.08333333333333333,0.25,0.1388888888888889,0.75
0,1,72,5,7,4,6,6,0,1,0,0,0,0,0,60,2743,0,0,0,0,1,0,0,1,0,0,1,-0.1789660615155731,22,-0.20905065706387368,1.4003024504824921,0.04896421845574388,0.0,0.0,0.0,0.14124293785310735,0.9510357815442562,0.8587570621468926
1,1,37,2,2,0,3,7,0,0,0,0,0,0,0,48,2603,1,0,0,0,0,0,0,1,0,0,0,0.009218748173564998,7,-0.7715030032122994,0.9874108726919795,0.11475409836065574,0.0,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.8360655737704918,0.9672131147540983
0,0,44,1,5,7,12,2,0,0,0,1,0,0,0,69,2369,0,1,0,0,0,1,0,0,0,0,1,1.2977800675846405,25,0.012093764339663105,1.4941545940184429,0.5920529801324503,0.09933774834437085,0.0,0.03443708609271523,0.295364238410596,0.27417218543046357,0.704635761589404
0,0,32,2,5,2,7,5,0,0,0,0,0,0,0,37,2533,0,1,0,0,0,0,0,0,0,1,0,-0.07108695839893607,16,-0.179832737819216,1.413928114056168,0.23057644110275688,0.16290726817042606,0.15288220551378445,0.11528822055137844,0.02756892230576441,0.3383458646616541,0.9724310776942355
